74.33,0.02,4,0.00,s1,3,3,-4,s2,-5,-5,-7,s3,1,-1,1,s4,-2,2,3,s5,3,3,-5,s6,-3,443,0,s7,0,0,-4,s8,-4,-2,1,s9,-2,1,-1,s10,-3,1,1,s11,-1,0,-2,s12,-7,1,0,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,3,-4,-5,s2,0,2,-4,s3,-1,0,1,s4,-1,-1,1,s5,-2,6,-1,s6,-2,-62,-1,s7,-3,-1,-1,s8,1,0,-2,s9,1,-5,2,s10,3,-3,3,s11,1,0,1,s12,-3,3,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,2,3,-4,s2,-3,5,-6,s3,0,-2,2,s4,-2,-3,0,s5,0,4,-4,s6,-3,-62,-4,s7,3,3,-7,s8,-1,-2,3,s9,5,3,3,s10,-2,2,-1,s11,2,-1,0,s12,1,1,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,-1,-8,s2,-1,4,-6,s3,1,-3,-3,s4,-3,-1,0,s5,2,0,-3,s6,-1,-60,1,s7,1,-3,-5,s8,-1,0,0,s9,-1,-2,2,s10,-2,-2,-1,s11,-4,3,-1,s12,-6,-2,0,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,1,2,-11,s2,-2,3,-8,s3,509,-3,-2,s4,0,2,1,s5,-2,6,-1,s6,1,-65,-2,s7,-3,2,0,s8,0,0,0,s9,-2,-2,-1,s10,-4,-4,-2,s11,2,2,-2,s12,-3,-1,2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,-3,1,-14,s2,-3,1,-3,s3,0,-1,-3,s4,-2,-1,-1,s5,1,8,-2,s6,-1,-66,-2,s7,0,5,0,s8,2,-5,-3,s9,3,0,1,s10,-1,3,-2,s11,-2,4,-2,s12,-3,-1,3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,1,1,-14,s2,-3,-1,-7,s3,0,-1,-8,s4,-1,-2,-3,s5,5,5,0,s6,2,-61,-2,s7,-1,0,-5,s8,2,0,-1,s9,3,-4,2,s10,0,1,0,s11,-2,6,-1,s12,0,4,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,3,-18,s2,1,-2,-3,s3,1,-2,-2,s4,-8,-1,0,s5,7,2,0,s6,-1,-61,-1,s7,0,0,0,s8,0,-3,4,s9,-3,-1,1,s10,0,-4,-1,s11,0,2,-1,s12,-1,-3,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,5,0,-19,s2,-1,1,-7,s3,-1,1,-1,s4,-1,-2,0,s5,4,3,-1,s6,0,-65,1,s7,1,1,1,s8,3,-3,0,s9,1,-1,1,s10,-4,0,1,s11,-4,-1,0,s12,-2,1,-4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,0,1,-20,s2,-2,3,-7,s3,0,-2,3,s4,-6,-6,2,s5,3,2,-6,s6,2,-60,-4,s7,-3,-2,3,s8,5,4,2,s9,3,-3,0,s10,4,6,-1,s11,2,1,2,s12,0,2,-1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,6,1,-18,s2,0,5,-11,s3,2,0,0,s4,-3,-3,0,s5,0,4,-4,s6,1,-62,-2,s7,-3,-2,5,s8,-1,2,-1,s9,3,-3,-4,s10,3,1,0,s11,-1,-5,1,s12,0,0,3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,6,-2,-15,s2,-6,-1,-11,s3,1,-1,3,s4,-2,-1,4,s5,3,3,-8,s6,-5,-60,-3,s7,-1,5,3,s8,1,2,4,s9,-4,2,-5,s10,-1,-2,7,s11,1,4,8,s12,-2,3,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,0,3,-21,s2,-4,3,-8,s3,-1,1,2,s4,-4,2,6,s5,2,4,-6,s6,-2,-64,2,s7,1,2,2,s8,-3,0,-2,s9,-3,-2,-2,s10,-2,-4,1,s11,3,-1,3,s12,1,0,-4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,-3,-22,s2,-3,3,-10,s3,-1,-3,1,s4,2,2,-2,s5,5,4,-6,s6,-2,-61,-4,s7,-3,5,4,s8,0,4,3,s9,3,-3,2,s10,1,1,2,s11,-3,4,4,s12,-3,1,4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,2,-2,-17,s2,-3,2,-16,s3,0,4,4,s4,-1,-3,-1,s5,2,2,-6,s6,2,-62,-2,s7,0,2,-4,s8,2,-5,2,s9,3,2,1,s10,1,4,2,s11,1,-3,-2,s12,-4,3,-1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,2,1,-19,s2,-3,-3,-13,s3,1,-3,0,s4,0,2,2,s5,2,3,-6,s6,-1,-61,-2,s7,-4,0,-2,s8,-5,-1,3,s9,1,-2,2,s10,-1,2,-1,s11,0,2,-5,s12,-2,2,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,5,0,-20,s2,-6,-1,-15,s3,0,-3,-1,s4,-1,4,2,s5,1,8,-6,s6,-1,-66,-3,s7,-1,0,-2,s8,3,-5,2,s9,3,-1,5,s10,-2,1,3,s11,2,2,2,s12,1,1,7,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,-1,2,-23,s2,0,1,-17,s3,2,-2,-2,s4,0,-4,5,s5,3,6,-11,s6,-1,-60,-2,s7,3,0,1,s8,5,3,-2,s9,0,0,0,s10,-2,-1,-2,s11,1,-1,3,s12,-2,1,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,6,-22,s2,-1,3,-13,s3,2,-3,-1,s4,1,-2,4,s5,1,5,-10,s6,-3,-60,-3,s7,-2,2,-1,s8,-1,-5,-4,s9,4,-9,6,s10,-6,-1,-2,s11,-2,-4,-2,s12,1,4,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,2,1,-20,s2,-3,3,-18,s3,1,0,-3,s4,-2,0,1,s5,2,-2,-9,s6,-1,-64,-1,s7,2,6,0,s8,-1,-2,0,s9,-2,4,8,s10,-1,2,-3,s11,1,4,-2,s12,-1,1,3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,-6,-19,s2,-1,3,-11,s3,-2,-5,-5,s4,-1,3,0,s5,0,2,-9,s6,-2,-63,-5,s7,2,2,-2,s8,-1,3,3,s9,7,-1,-2,s10,0,0,1,s11,4,-1,-1,s12,-2,3,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,2,-31,s2,-8,3,-17,s3,2,2,-6,s4,4,4,3,s5,3,6,-8,s6,0,-64,-1,s7,1,4,0,s8,-1,-4,8,s9,4,-7,5,s10,1,1,2,s11,2,-1,1,s12,-5,-1,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,3,-24,s2,-6,3,-21,s3,2,-1,-3,s4,-3,-1,0,s5,-1,5,-9,s6,-4,-60,0,s7,0,-4,4,s8,-6,0,2,s9,1,-5,2,s10,2,-2,3,s11,3,1,1,s12,-2,1,2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,-1,-29,s2,-2,4,-16,s3,-1,0,-4,s4,0,-3,3,s5,4,6,-7,s6,-1,-60,-1,s7,1,3,-2,s8,1,-1,3,s9,2,-1,-1,s10,-2,0,1,s11,5,-1,5,s12,0,-1,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,6,0,-26,s2,-6,5,-18,s3,3,2,-8,s4,4,-3,3,s5,1,2,-8,s6,3,-63,-5,s7,-1,3,0,s8,2,1,2,s9,1,-2,-1,s10,-2,-1,2,s11,3,2,0,s12,0,6,2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,2,-27,s2,-4,6,-20,s3,1,2,-4,s4,-2,4,-1,s5,5,2,-9,s6,0,-63,-2,s7,2,-2,-1,s8,-1,-1,-2,s9,-2,-2,0,s10,0,6,3,s11,7,2,3,s12,5,-2,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,5,3,-26,s2,-6,-3,-20,s3,-1,-5,-3,s4,3,-1,3,s5,2,6,-5,s6,2,-65,-10,s7,-4,-2,-3,s8,1,2,-4,s9,2,-3,0,s10,3,7,1,s11,0,2,-1,s12,-3,0,4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,4,-3,-27,s2,-3,1,-17,s3,-1,-4,1,s4,1,-5,5,s5,3,0,-7,s6,-1,-63,-7,s7,-3,3,-1,s8,-5,-5,5,s9,-1,-3,5,s10,-2,3,1,s11,-2,0,-2,s12,-4,-2,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,2,2,-29,s2,-8,0,-22,s3,2,-3,-6,s4,-3,-2,1,s5,3,0,-13,s6,3,444,-2,s7,-5,-2,0,s8,3,-4,-2,s9,6,-6,-6,s10,1,-2,4,s11,0,1,5,s12,0,0,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,9,2,-31,s2,-3,0,-21,s3,507,-3,-1,s4,0,-5,3,s5,3,0,-11,s6,-2,445,-4,s7,-1,-6,-1,s8,-1,-6,4,s9,7,-3,-2,s10,-1,-4,6,s11,-1,1,5,s12,-2,-1,0,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,6,-5,-32,s2,-11,-1,-19,s3,-2,-1,-1,s4,3,-2,5,s5,6,-6,-7,s6,1,444,-2,s7,-2,0,-2,s8,-1,-4,6,s9,5,-8,-1,s10,-4,-2,2,s11,7,-5,5,s12,0,-4,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,5,-9,-37,s2,-9,-3,-20,s3,2,-4,-9,s4,-4,-5,3,s5,3,-1,-2,s6,2,-60,-7,s7,-5,-4,-1,s8,2,-5,4,s9,5,-12,-2,s10,1,-5,2,s11,0,-1,0,s12,-2,-3,3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,3,-10,-37,s2,-7,-5,-21,s3,506,-2,-7,s4,-8,-5,1,s5,4,-5,-5,s6,-3,-64,-6,s7,-2,0,6,s8,-2,-8,5,s9,1,-11,-1,s10,-1,-6,2,s11,4,3,3,s12,-3,-6,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.33,0.02,4,0.00,s1,1,-7,-40,s2,-6,-8,-23,s3,507,-3,-4,s4,-6,-5,3,s5,2,-2,-6,s6,-4,440,0,s7,-5,-4,1,s8,2,-5,0,s9,-4,-9,4,s10,-3,-6,3,s11,0,-10,-2,s12,0,1,3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
