74.33,0.02,4,0.00,s1,1,-1,-4
74.33,0.02,4,0.00,s1,-5,1,2
74.33,0.02,4,0.00,s1,-2,2,3
74.33,0.02,4,0.00,s1,-1,2,0
74.33,0.02,4,0.00,s1,-3,3,-3
74.33,0.02,4,0.00,s1,1,0,-5
74.33,0.02,4,0.00,s1,-5,3,-3
74.33,0.02,4,0.00,s1,-4,5,-2
74.33,0.02,4,0.00,s1,-4,4,-4
74.33,0.02,4,0.00,s1,-1,7,2
74.33,0.02,4,0.00,s1,-5,2,-1
74.33,0.02,4,0.00,s1,-7,6,0
74.33,0.02,4,0.00,s1,-2,3,1
74.33,0.02,4,0.00,s1,-3,5,-1
74.33,0.02,4,0.00,s1,-4,6,-3
74.33,0.02,4,0.00,s1,-4,5,0
74.33,0.02,4,0.00,s1,-3,5,-4
74.33,0.02,4,0.00,s1,-6,3,-3
74.33,0.02,4,0.00,s1,-6,4,-3
74.33,0.02,4,0.00,s1,-8,9,1
74.33,0.02,4,0.00,s1,-4,4,-3
74.33,0.02,4,0.00,s1,-4,6,-2
74.33,0.02,4,0.00,s1,-5,5,2
74.33,0.02,4,0.00,s1,-4,4,-3
74.33,0.02,4,0.00,s1,-5,5,-2
74.33,0.02,4,0.00,s1,-7,6,-6
74.33,0.02,4,0.00,s1,-6,1,-5
74.33,0.02,4,0.00,s1,-11,3,-4
74.33,0.02,4,0.00,s1,-9,5,-2
74.33,0.02,4,0.00,s1,-9,3,-5
74.33,0.02,4,0.00,s1,-9,-2,3
74.33,0.02,4,0.00,s1,-10,0,4
74.33,0.02,4,0.00,s1,-3,4,-3
74.33,0.02,4,0.00,s1,-3,3,-5
74.33,0.02,4,0.00,s1,-7,3,4
74.33,0.02,4,0.00,s1,-6,-4,-2
74.33,0.02,4,0.00,s1,-5,0,1
74.33,0.02,4,0.00,s1,-6,-2,-2
74.33,0.02,4,0.00,s1,-4,-8,-4
74.33,0.02,4,0.00,s1,-4,4,0
74.33,0.02,4,0.00,s1,-7,-1,-2
74.33,0.02,4,0.00,s1,-3,-3,0
74.33,0.02,4,0.00,s1,-6,0,-5
74.33,0.02,4,0.00,s1,-10,-3,-3
74.33,0.02,4,0.00,s1,-7,-2,2
74.33,0.02,4,0.00,s1,-9,-1,-6
74.33,0.02,4,0.00,s1,-6,1,-10
74.33,0.02,4,0.00,s1,-4,-2,-1
74.33,0.02,4,0.00,s1,-9,4,-3
74.33,0.01,4,0.00,s1,-8,7,-3
74.25,-0.01,4,0.00,s1,-2,0,-5
74.16,-0.02,4,0.00,s1,-6,7,-6
74.03,-0.03,4,0.00,s1,-9,-4,-3
73.90,-0.04,4,0.00,s1,-10,5,-1
73.82,-0.05,4,0.00,s1,-3,0,-8
73.59,-0.06,4,0.00,s1,-6,5,-4
73.37,-0.05,4,0.00,s1,-5,4,-3
73.23,-0.05,4,0.00,s1,-4,3,-7
72.99,-0.04,4,0.00,s1,-6,1,-3
72.75,-0.05,4,0.00,s1,-9,0,-6
72.56,-0.04,4,0.00,s1,-8,4,-5
72.31,-0.04,4,0.00,s1,-9,7,-6
72.05,-0.03,4,0.00,s1,-5,1,-1
71.90,-0.03,4,0.00,s1,-6,2,-4
71.74,-0.03,4,0.00,s1,-6,1,-3
71.58,-0.04,4,0.00,s1,-4,1,-3
71.42,-0.05,4,0.00,s1,-8,4,1
71.26,-0.05,4,0.00,s1,-12,3,0
71.09,-0.06,4,0.00,s1,-7,3,0
70.93,-0.06,4,0.00,s1,-5,2,-1
70.76,-0.06,4,0.00,s1,-8,6,0
70.53,-0.07,4,0.00,s1,-4,5,-4
70.30,-0.07,4,0.00,s1,-4,4,-5
70.07,-0.06,4,0.00,s1,-9,2,-6
69.83,-0.05,4,0.00,s1,-6,4,-4
69.65,-0.04,4,0.00,s1,-10,4,-5
69.47,-0.04,4,0.00,s1,-9,2,-2
69.29,-0.05,4,0.00,s1,-7,2,-4
69.10,-0.04,4,0.00,s1,-3,3,-1
68.86,-0.04,4,0.00,s1,-6,7,-11
68.73,-0.05,4,0.00,s1,-6,4,-2
68.60,-0.06,4,0.00,s1,-6,3,-3
68.54,-0.08,4,0.00,s1,-6,3,-2
68.35,-0.09,4,0.00,s1,-12,2,-2
68.16,-0.09,4,0.00,s1,-8,5,-5
67.96,-0.09,4,0.00,s1,-13,2,-9
67.83,-0.09,4,0.00,s1,-7,-1,0
67.63,-0.10,4,0.00,s1,-7,6,-8
67.50,-0.10,4,0.00,s1,-4,1,-3
67.30,-0.09,4,0.00,s1,-7,7,-4
67.17,-0.10,4,0.00,s1,-12,8,-6
66.96,-0.10,4,0.00,s1,-4,4,-1
66.83,-0.11,4,0.00,s1,-7,4,-8
66.69,-0.12,4,0.00,s1,-8,3,-6
66.62,-0.13,4,0.00,s1,-11,7,-5
66.41,-0.13,4,0.00,s1,-6,-1,-6
66.20,-0.12,4,0.00,s1,-6,3,-5
65.99,-0.12,4,0.00,s1,-7,1,-6
65.78,-0.12,4,0.00,s1,-9,3,0
65.56,-0.12,4,0.00,s1,-9,6,-6
65.42,-0.12,4,0.00,s1,-8,7,-6
65.27,-0.13,4,0.00,s1,-10,5,-6
65.06,-0.14,4,0.00,s1,-12,4,-3
64.91,-0.14,4,0.00,s1,-9,8,-1
64.76,-0.14,4,0.00,s1,-6,5,-11
64.54,-0.14,4,0.00,s1,-11,3,-11
64.39,-0.14,4,0.00,s1,-9,3,-4
64.16,-0.14,4,0.00,s1,-9,4,-12
63.86,-0.13,4,0.00,s1,-10,4,-10
63.63,-0.13,4,0.00,s1,-8,3,-10
63.40,-0.12,4,0.00,s1,-6,4,-6
63.25,-0.12,4,0.00,s1,-11,6,-10
63.09,-0.13,4,0.00,s1,-12,1,-13
62.78,-0.12,4,0.00,s1,-12,6,-7
62.62,-0.11,4,0.00,s1,-11,5,-14
62.38,-0.11,4,0.00,s1,-8,5,-8
62.23,-0.12,4,0.00,s1,-6,7,-7
62.07,-0.11,4,0.00,s1,-11,4,-6
61.90,-0.12,4,0.00,s1,-9,3,-6
61.66,-0.12,4,0.00,s1,-7,7,-5
