73.82,0.12,4,0.00,s1,-1,0,-9
73.82,0.12,4,0.00,s1,2,1,-5
73.82,0.12,4,0.00,s1,1,-3,-7
73.82,0.12,4,0.00,s1,4,0,-6
73.82,0.12,4,0.00,s1,0,3,-2
73.86,0.12,4,0.00,s1,-2,1,0
73.82,0.12,4,0.00,s1,1,1,-3
73.82,0.12,4,0.00,s1,1,-2,-8
73.82,0.12,4,0.00,s1,2,1,-1
73.82,0.12,4,0.00,s1,1,-3,2
73.82,0.12,4,0.00,s1,0,3,0
73.86,0.12,4,0.00,s1,-2,2,-1
73.82,0.12,4,0.00,s1,1,-2,-3
73.82,0.12,4,0.00,s1,1,-1,-1
73.82,0.12,4,0.00,s1,3,2,-1
73.82,0.12,4,0.00,s1,-6,-3,-7
73.82,0.12,4,0.00,s1,-1,1,-6
73.82,0.12,4,0.00,s1,-2,2,0
73.82,0.12,4,0.00,s1,1,-3,2
73.82,0.12,4,0.00,s1,-2,7,-1
73.82,0.12,4,0.00,s1,-2,1,2
73.82,0.12,4,0.00,s1,1,2,-4
73.82,0.12,4,0.00,s1,-3,-2,-2
73.82,0.12,4,0.00,s1,1,-3,-1
73.82,0.12,4,0.00,s1,1,0,4
73.82,0.12,4,0.00,s1,2,2,-6
73.82,0.12,4,0.00,s1,-8,4,-5
73.82,0.12,4,0.00,s1,-4,-1,-1
73.82,0.12,4,0.00,s1,-4,-2,1
73.82,0.12,4,0.00,s1,-4,-3,-1
73.82,0.12,4,0.00,s1,3,3,-3
73.82,0.12,4,0.00,s1,1,-5,-1
73.82,0.12,4,0.00,s1,-1,-7,-2
73.82,0.12,4,0.00,s1,0,-2,0
73.82,0.12,4,0.00,s1,-3,-1,-6
73.82,0.12,4,0.00,s1,-1,-4,-3
73.82,0.12,4,0.00,s1,-4,-6,-6
73.82,0.12,4,0.00,s1,5,-3,-4
73.82,0.12,4,0.00,s1,-5,-3,-6
73.82,0.12,4,0.00,s1,-1,-9,-1
73.82,0.12,4,0.00,s1,-1,-10,-6
73.82,0.12,4,0.00,s1,-2,-4,-5
73.82,0.12,4,0.00,s1,1,-8,-7
73.82,0.12,4,0.00,s1,-1,-5,-6
73.82,0.12,4,0.00,s1,1,-6,-11
73.82,0.12,4,0.00,s1,-5,-7,-9
73.82,0.12,4,0.00,s1,-4,-10,-10
73.82,0.12,4,0.00,s1,-4,0,-4
73.82,0.10,4,0.00,s1,-6,-2,-7
73.82,0.07,4,0.00,s1,-1,-12,-2
73.82,0.04,4,0.00,s1,-4,0,-2
73.77,0.01,4,0.00,s1,0,-3,-5
73.68,-0.01,4,0.00,s1,-2,-5,-6
73.55,-0.03,4,0.00,s1,-2,-11,-8
73.37,-0.04,4,0.00,s1,-3,-9,-6
73.27,-0.05,4,0.00,s1,-8,-4,-3
73.18,-0.06,4,0.00,s1,-6,-5,-5
73.09,-0.08,4,0.00,s1,-5,-3,-7
72.90,-0.08,4,0.00,s1,-6,-6,-9
72.60,-0.06,4,0.00,s1,-5,-5,-9
72.36,-0.05,4,0.00,s1,-8,-3,-13
72.10,-0.04,4,0.00,s1,-3,2,-9
71.90,-0.03,4,0.00,s1,-8,-4,-10
71.69,-0.04,4,0.00,s1,-5,-3,-13
71.53,-0.04,4,0.00,s1,-9,-6,-8
71.31,-0.04,4,0.00,s1,-6,-6,-9
71.20,-0.04,4,0.00,s1,0,-2,-14
70.98,-0.04,4,0.00,s1,-8,-3,-13
70.81,-0.05,4,0.00,s1,-5,-7,-16
70.70,-0.06,4,0.00,s1,-11,-2,-9
70.53,-0.07,4,0.00,s1,-8,-1,-11
70.36,-0.07,4,0.00,s1,-7,-8,-7
70.13,-0.06,4,0.00,s1,-6,-6,-10
69.95,-0.07,4,0.00,s1,-10,-2,-10
69.83,-0.07,4,0.00,s1,-9,-3,-9
69.59,-0.07,4,0.00,s1,-5,-2,-10
69.41,-0.08,4,0.00,s1,-6,-5,-14
69.29,-0.08,4,0.00,s1,-7,-3,-12
69.23,-0.09,4,0.00,s1,-5,-1,-9
69.10,-0.11,4,0.00,s1,-6,-4,-10
68.92,-0.11,4,0.00,s1,-6,-7,-6
68.73,-0.11,4,0.00,s1,-8,-1,-11
