73.82,0.12,4,0.00,s1,-2,5,1
73.82,0.12,4,0.00,s1,-8,5,1
73.82,0.12,4,0.00,s1,-5,7,-7
73.82,0.12,4,0.00,s1,-9,6,-4
73.82,0.12,4,0.00,s1,-3,6,-4
73.82,0.12,4,0.00,s1,-6,8,-7
73.82,0.12,4,0.00,s1,-8,6,-3
73.82,0.12,4,0.00,s1,-9,3,-1
73.82,0.12,4,0.00,s1,-6,6,-4
73.82,0.12,4,0.00,s1,-8,2,0
73.82,0.12,4,0.00,s1,-6,1,-7
73.82,0.12,4,0.00,s1,-10,6,-2
73.82,0.12,4,0.00,s1,-13,1,-6
73.82,0.12,4,0.00,s1,-6,5,2
73.82,0.12,4,0.00,s1,-7,5,-3
73.82,0.12,4,0.00,s1,-9,6,4
73.82,0.12,4,0.00,s1,-8,11,-2
73.82,0.12,4,0.00,s1,-4,4,-3
73.82,0.12,4,0.00,s1,-8,9,-4
73.82,0.12,4,0.00,s1,-8,6,-3
73.82,0.12,4,0.00,s1,-8,4,-4
73.82,0.12,4,0.00,s1,-8,6,-5
73.82,0.12,4,0.00,s1,-4,4,-2
73.82,0.12,4,0.00,s1,-6,6,-3
73.82,0.12,4,0.00,s1,-6,9,-1
73.82,0.12,4,0.00,s1,-9,5,-8
73.82,0.12,4,0.00,s1,-10,3,-1
73.82,0.12,4,0.00,s1,-11,-2,-4
73.82,0.12,4,0.00,s1,-15,9,-9
73.82,0.12,4,0.00,s1,-13,5,0
73.82,0.12,4,0.00,s1,-14,2,-4
73.82,0.12,4,0.00,s1,-14,5,-3
73.82,0.12,4,0.00,s1,-9,6,-2
73.82,0.12,4,0.00,s1,-10,1,-4
73.82,0.12,4,0.00,s1,-11,4,3
73.82,0.12,4,0.00,s1,-8,1,-8
73.82,0.12,4,0.00,s1,-8,3,-1
73.82,0.12,4,0.00,s1,-6,1,-7
73.82,0.12,4,0.00,s1,-17,-1,-7
73.82,0.12,4,0.00,s1,-15,0,-7
73.82,0.12,4,0.00,s1,-12,2,-6
73.82,0.12,4,0.00,s1,-12,1,-11
73.82,0.12,4,0.00,s1,-14,4,-17
73.82,0.12,4,0.00,s1,-17,-1,-9
