73.77,0.13,4,0.00,s1,0,-1,5
73.77,0.13,4,0.00,s1,0,-1,0
73.77,0.13,4,0.00,s1,-2,3,1
73.77,0.13,4,0.00,s1,-2,0,-1
73.77,0.13,4,0.00,s1,-3,-4,3
73.77,0.13,4,0.00,s1,-1,4,3
73.77,0.13,4,0.00,s1,-4,1,1
73.77,0.13,4,0.00,s1,-6,3,-1
73.77,0.13,4,0.00,s1,-4,-2,-2
73.77,0.13,4,0.00,s1,-7,1,0
73.77,0.13,4,0.00,s1,-1,-2,3
73.77,0.13,4,0.00,s1,-3,0,8
73.77,0.13,4,0.00,s1,-4,-1,7
73.77,0.13,4,0.00,s1,-2,4,0
73.77,0.13,4,0.00,s1,-1,2,-1
73.77,0.13,4,0.00,s1,-3,0,-1
73.77,0.13,4,0.00,s1,-2,-1,4
73.77,0.13,4,0.00,s1,-3,-2,4
73.77,0.13,4,0.00,s1,-6,2,0
73.77,0.13,4,0.00,s1,-4,4,6
73.77,0.13,4,0.00,s1,-8,1,1
73.77,0.13,4,0.00,s1,-2,5,7
73.77,0.13,4,0.00,s1,-3,2,3
73.77,0.13,4,0.00,s1,-3,-2,3
73.77,0.13,4,0.00,s1,-6,3,3
73.77,0.13,4,0.00,s1,-3,4,6
73.77,0.13,4,0.00,s1,-6,7,4
73.77,0.13,4,0.00,s1,-9,3,5
73.77,0.13,4,0.00,s1,-5,-2,2
73.77,0.13,4,0.00,s1,-2,2,0
73.77,0.13,4,0.00,s1,-2,-4,2
73.77,0.13,4,0.00,s1,0,-4,8
73.77,0.13,4,0.00,s1,-6,-2,0
73.77,0.13,4,0.00,s1,-1,-5,4
73.77,0.13,4,0.00,s1,-3,-4,1
73.77,0.13,4,0.00,s1,-10,-6,2
73.77,0.13,4,0.00,s1,-5,-5,-2
73.77,0.13,4,0.00,s1,-3,-1,3
73.77,0.13,4,0.00,s1,-5,-4,1
73.77,0.13,4,0.00,s1,-9,-1,-2
73.77,0.13,4,0.00,s1,-7,-3,1
73.77,0.13,4,0.00,s1,-13,-5,0
73.77,0.13,4,0.00,s1,-6,-3,1
73.77,0.13,4,0.00,s1,-8,-5,-1
73.77,0.13,4,0.00,s1,-8,0,-5
73.77,0.13,4,0.00,s1,-4,-3,-2
