74.08,0.07,4,0.00,s1,9,3,-14,s2,-5,8,-24,s3,-1,6,-21,s4,-12,8,-24,s5,2,3,2,s6,-1,-2,0,s7,2,4,5,s8,-5,4,-1,s9,-4,-1,0,s10,4,0,-1,s11,-2,3,-3,s12,-6,-3,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,8,5,-11,s2,0,12,-25,s3,-1,13,-27,s4,-11,11,-28,s5,-1,4,-1,s6,-2,2,4,s7,4,3,-2,s8,-6,2,-4,s9,-1,-2,1,s10,-1,2,2,s11,-4,3,0,s12,-1,-4,4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,6,10,-16,s2,-3,16,-35,s3,2,9,-32,s4,-8,14,-32,s5,2,0,2,s6,1,0,-2,s7,1,2,0,s8,-7,0,-3,s9,2,-3,1,s10,2,-2,-1,s11,-2,-2,6,s12,-4,-2,0,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,11,8,-17,s2,0,18,-37,s3,1,10,-34,s4,-16,13,-28,s5,4,4,-1,s6,-2,-3,6,s7,5,5,3,s8,-3,4,-4,s9,0,2,3,s10,0,-1,-6,s11,3,0,-5,s12,-2,-1,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,11,7,-17,s2,-3,18,-38,s3,0,12,-40,s4,-15,9,-30,s5,1,0,-4,s6,3,-1,-2,s7,0,4,2,s8,-7,-2,1,s9,-5,0,-2,s10,-1,-1,0,s11,-1,0,0,s12,-5,3,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,11,9,-21,s2,-4,17,-37,s3,-1,16,-43,s4,-17,16,-41,s5,4,-1,-6,s6,0,2,2,s7,4,4,2,s8,1,0,-3,s9,-4,-2,0,s10,0,-2,-4,s11,-4,-1,-3,s12,-6,-1,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,16,14,-29,s2,-3,25,-44,s3,4,21,-46,s4,-18,13,-41,s5,-1,3,-4,s6,-2,0,-1,s7,3,5,-2,s8,-4,8,-6,s9,0,3,2,s10,6,-1,-4,s11,2,0,1,s12,0,-3,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,17,11,-23,s2,-3,21,-47,s3,-1,17,-48,s4,-19,14,-43,s5,3,5,1,s6,2,-1,-4,s7,5,2,-5,s8,-4,4,1,s9,-4,0,2,s10,-4,-5,-2,s11,4,7,-1,s12,-1,1,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,14,9,-33,s2,-5,28,-53,s3,0,25,-51,s4,-20,15,-51,s5,2,1,0,s6,-1,1,-1,s7,-1,0,0,s8,-3,7,-1,s9,-1,2,0,s10,-3,2,0,s11,0,0,1,s12,-1,5,-4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,21,15,-28,s2,-3,25,-57,s3,-1,21,-56,s4,-28,19,-57,s5,3,1,-3,s6,-4,2,1,s7,-1,0,1,s8,-3,4,-2,s9,4,-3,8,s10,-1,-1,0,s11,1,1,0,s12,-5,-3,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,21,13,-30,s2,-2,26,-57,s3,3,21,-57,s4,-24,18,-58,s5,6,8,-4,s6,-1,-4,-4,s7,2,6,-5,s8,-3,5,-1,s9,-2,2,1,s10,0,-4,-2,s11,1,-3,2,s12,-2,1,0,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,20,8,-27,s2,-4,24,-60,s3,3,23,-62,s4,-22,22,-62,s5,2,-1,-4,s6,0,4,-2,s7,2,1,-3,s8,-9,3,0,s9,-2,1,-1,s10,1,-2,-6,s11,-1,0,-3,s12,-1,-1,-2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,24,19,-33,s2,-1,31,-67,s3,2,26,-64,s4,-27,20,-64,s5,10,4,0,s6,3,0,1,s7,3,0,1,s8,-6,6,-7,s9,1,-4,8,s10,-4,-2,-5,s11,3,-1,-3,s12,-1,0,-5,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,24,15,-36,s2,-6,32,-70,s3,0,25,-66,s4,-27,22,-68,s5,2,2,-9,s6,-6,-1,-3,s7,0,-2,-3,s8,-10,4,-6,s9,0,0,6,s10,3,-4,-3,s11,1,-3,-8,s12,-8,-3,-6,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,25,16,-39,s2,-4,34,-77,s3,3,27,-79,s4,-25,22,-69,s5,5,-2,0,s6,0,-1,3,s7,3,3,2,s8,2,3,-1,s9,2,0,1,s10,3,4,-2,s11,6,-1,-2,s12,-4,-1,-3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,24,17,-42,s2,-5,33,-74,s3,-2,30,-76,s4,-27,26,-64,s5,3,1,-2,s6,-4,-1,-1,s7,-1,3,-3,s8,-9,0,-6,s9,3,1,8,s10,1,1,-5,s11,2,3,-7,s12,-4,-4,-4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,24,18,-44,s2,-2,35,-78,s3,0,28,-83,s4,-29,23,-71,s5,4,2,-5,s6,0,0,7,s7,0,3,-5,s8,-5,6,-6,s9,-4,-5,4,s10,-2,0,-2,s11,3,5,-1,s12,0,-5,-5,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,28,18,-36,s2,-5,36,-88,s3,3,38,-87,s4,-30,24,-81,s5,3,0,-4,s6,-7,3,-3,s7,5,3,0,s8,-10,3,-4,s9,4,-1,-1,s10,-1,4,3,s11,3,0,-8,s12,-3,0,-6,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,22,16,-41,s2,-3,37,-85,s3,2,34,-86,s4,-32,26,-82,s5,3,-3,-8,s6,-1,0,0,s7,2,2,-5,s8,-8,7,-5,s9,0,2,1,s10,0,-2,-7,s11,1,0,-2,s12,-1,0,7,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,28,21,-44,s2,-7,38,-87,s3,5,35,-90,s4,-33,28,-82,s5,8,0,-5,s6,-2,-1,0,s7,-2,1,-3,s8,-9,6,-7,s9,0,-3,3,s10,2,-4,-3,s11,1,-5,-6,s12,-1,-3,1,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,29,14,-52,s2,-3,39,-91,s3,-4,33,-89,s4,-32,27,-81,s5,0,-2,-6,s6,-4,-1,0,s7,0,2,-5,s8,-4,5,-3,s9,2,-3,7,s10,0,-1,0,s11,0,2,-4,s12,0,-4,2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,35,20,-48,s2,-7,45,-95,s3,-5,35,-95,s4,-32,30,-80,s5,6,-5,-6,s6,0,0,3,s7,5,6,-8,s8,-5,5,-5,s9,-3,-3,-3,s10,3,-1,-1,s11,0,-2,-3,s12,-2,-2,2,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,31,19,-56,s2,-9,39,-99,s3,0,39,-101,s4,-39,27,-87,s5,5,4,-8,s6,0,0,3,s7,5,2,-5,s8,-7,7,-8,s9,4,0,8,s10,-4,0,-5,s11,2,-4,-3,s12,-2,-4,3,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
74.08,0.07,4,0.00,s1,31,21,-56,s2,-9,51,-104,s3,-3,44,-102,s4,-39,29,-87,s5,-2,1,-5,s6,0,-1,2,s7,3,4,-4,s8,-3,5,-7,s9,-4,0,1,s10,-3,-3,0,s11,4,-1,-2,s12,-2,1,4,s13,0,0,0,s14,0,0,0,s15,0,0,0,s16,0,0,0,
